0;0;0.00000000000000000000;0.00000000000000000000
0;1;0.33865018043919092872;-4.87794744525522894207
0;2;1.35460049956462347254;-9.75589409039156585379
0;3;3.04785028641874999877;-14.63383912477221215909
0;4;5.41839840797807781314;-19.51178171644155767694
0;5;8.46624324670481165356;-24.38972100110848018062
0;6;12.19138266825059879750;-29.26765607032520577491
0;7;16.59381397864139628950;-34.14558595897572956801
0;8;21.67353386981388752019;-39.02350963166108499536
0;9;27.43053835211022928320;-43.90142596772432881380
0;10;33.86482267212739571960;-48.77933374471249550197
0;11;40.97638121356227713932;-53.65723161972540822262
0;12;48.76520737874003685874;-58.53511810849629881659
0;13;57.23129344781692395827;-63.41299156175827533843
0;14;66.37463041117690920601;-68.29085013794848180169
0;15;76.19520777155571522599;-73.16869177229476406410
0;16;86.69301330969430807727;-78.04651414107661366870
0;17;97.86803280725033005183;-82.92431462039110101614
0;18;109.72024971914275681684;-87.80209023842851934205
0;19;122.24964478613215135283;-92.67983762016237392345
0;20;135.45619557596020854362;-97.55755292290329805382
1;0;0.33865018043919092872;-4.87794744525522894207
1;1;0.67730032389574312823;-6.89845924528480569649
1;2;1.69325053163461003436;-10.90742088473870730070
1;3;3.38650013136687499937;-15.42542042331364093855
1;4;5.75704798786611160466;-20.11228368019343193396
1;5;8.80489248038797178708;-24.87273196231652505617
1;6;12.53003147042040765768;-29.67136610082208747485
1;7;16.93246225877462052267;-34.49224953870699295067
1;8;22.01218153090160001284;-39.32719794538330404521
1;9;27.76918528945897080007;-44.17158979945101293652
1;10;34.20346877190439727201;-49.02262217731359328354
1;11;41.31502635115685961864;-53.87849777090313097005
1;12;49.10385141706748157731;-58.73801147208533279809
1;13;57.56993623508378021825;-63.60032508272527707049
1;14;66.71327177870266211812;-68.46483743226187357322
1;15;76.53384753115585681371;-73.33110591525728239048
1;16;87.03165125043061323140;-78.19879718295642589965
1;17;98.20666869201527049427;-83.06765508964383570856
1;18;110.05888328062317782496;-87.93747923285066292465
1;19;122.58827572198987354568;-92.80811020814955725200
1;20;135.79482354340882466204;-97.67941923888534461184
2;0;1.35460049956462347254;-9.75589409039156585379
2;1;1.69325053163461003436;-10.90742088473870730070
2;2;2.70920040389052996233;-13.79691622004638063004
2;3;4.40244944007189253909;-17.58768382890972858945
2;4;6.77299649823672478277;-21.81483270551031594664
2;5;9.82083994808655269537;-26.26853047175345423625
2;6;13.54597763855697678537;-30.85081478429504642236
2;7;17.94840685458787632456;-35.51194129206542982047
